Remanei_Gene,Latens_Gene,dN,dS,dN.dS,ENC,dS_corrected,dn.ds_corrected,cre1,cre2,cre3,cre4,clat1,clat2,clat3,clat4,ortho_names,C..remanei.Gene.name,C.latens.Gene.name,C..remanei.Gene.name_C.latens.Gene.name,chromosome,Module
KAF1749964.1,OZG13588.1,0.0558151059390382,0.189870447868264,0.293964155905736,47.6420288169988,0.268367764046899,0.207979919411201,KAF1749964.1,GCK72_016509,KAF1749964.1,remanei_genome_00000101,OZG13588.1,FL83_12203,OZG13588.1,latens_genome_00019991,remanei_genome_00000101_latens_genome_00019991,remanei_genome_00000101,latens_genome_00019991,remanei_genome_00000101_latens_genome_00019991,V,turquoise
KAF1749965.1,OZG13591.1,0.00428566167664815,0.233383826390147,0.0183631477079471,59.1414908331611,0.244305243998526,0.0175422418549231,KAF1749965.1,GCK72_016510,KAF1749965.1,remanei_genome_00000103,OZG13591.1,FL83_12200,OZG13591.1,latens_genome_00019994,remanei_genome_00000103_latens_genome_00019994,remanei_genome_00000103,latens_genome_00019994,remanei_genome_00000103_latens_genome_00019994,V,blue
KAF1749967.1,OZG13619.1,0.00923206812268158,0.161265530585968,0.0572476219136,53.4963368626495,0.205360356792819,0.0449554542408372,KAF1749967.1,GCK72_016512,KAF1749967.1,remanei_genome_00000104,OZG13619.1,FL83_12197,OZG13619.1,latens_genome_00019996,remanei_genome_00000104_latens_genome_00019996,remanei_genome_00000104,latens_genome_00019996,remanei_genome_00000104_latens_genome_00019996,V,blue
KAF1749968.1,OZG13623.1,0.00130039734476043,0.144290702640912,0.00901234328310577,57.1261176521402,0.167055339825169,0.00778423093880959,KAF1749968.1,GCK72_016513,KAF1749968.1,remanei_genome_00000106,OZG13623.1,FL83_12193,OZG13623.1,latens_genome_00019998,remanei_genome_00000106_latens_genome_00019998,remanei_genome_00000106,latens_genome_00019998,remanei_genome_00000106_latens_genome_00019998,V,purple
KAF1749970.1,OZG13625.1,0.0238932350888786,0.192312698287928,0.124241588317303,52.7601673032304,0.240733580740533,0.099251774577437,KAF1749970.1,GCK72_016515,KAF1749970.1,remanei_genome_00000107,OZG13625.1,FL83_12191,OZG13625.1,latens_genome_00019999,remanei_genome_00000107_latens_genome_00019999,remanei_genome_00000107,latens_genome_00019999,remanei_genome_00000107_latens_genome_00019999,V,yellow
KAF1749977.1,OZG13631.1,0.0156218444035032,0.240355551800752,0.0649947308745889,55.4510418042727,0.272963671700451,0.0572304889738094,KAF1749977.1,GCK72_016522,KAF1749977.1,remanei_genome_00000113,OZG13631.1,FL83_12185,OZG13631.1,latens_genome_00020008,remanei_genome_00000113_latens_genome_00020008,remanei_genome_00000113,latens_genome_00020008,remanei_genome_00000113_latens_genome_00020008,V,black
KAF1749981.1,OZG13627.1,0.00775537204550235,0.218697597108644,0.0354616243984138,52.9457112699612,0.266028141573393,0.0291524498108888,KAF1749981.1,GCK72_016526,KAF1749981.1,remanei_genome_00000115,OZG13627.1,FL83_12181,OZG13627.1,latens_genome_00020010,remanei_genome_00000115_latens_genome_00020010,remanei_genome_00000115,latens_genome_00020010,remanei_genome_00000115_latens_genome_00020010,V,turquoise
KAF1749982.1,OZG13626.1,0.00355420155799796,0.233104552153481,0.0152472421716492,50.2801518046504,0.296099096882561,0.0120034191100813,KAF1749982.1,GCK72_016527,KAF1749982.1,remanei_genome_00000116,OZG13626.1,FL83_12180,OZG13626.1,latens_genome_00020012,remanei_genome_00000116_latens_genome_00020012,remanei_genome_00000116,latens_genome_00020012,remanei_genome_00000116_latens_genome_00020012,V,turquoise
KAF1749984.1,OZG13609.1,0.00760804009532891,0.141317452448072,0.0538365217001383,52.1978416431793,0.193042807902428,0.0394111553701308,KAF1749984.1,GCK72_016529,KAF1749984.1,remanei_genome_00000118,OZG13609.1,FL83_12179,OZG13609.1,latens_genome_00020013,remanei_genome_00000118_latens_genome_00020013,remanei_genome_00000118,latens_genome_00020013,remanei_genome_00000118_latens_genome_00020013,V,blue
KAF1749985.1,OZG13610.1,0.00000000013580481349076,0.110837874290774,0.00000000122525638785247,56.9962471050144,0.134365687952983,0.00000000101071051367132,KAF1749985.1,GCK72_016530,KAF1749985.1,remanei_genome_00000119,OZG13610.1,FL83_12178,OZG13610.1,latens_genome_00020014,remanei_genome_00000119_latens_genome_00020014,remanei_genome_00000119,latens_genome_00020014,remanei_genome_00000119_latens_genome_00020014,V,pink
KAF1749988.1,OZF88368.1,0.00384468681670904,0.183196566187067,0.0209866751147678,53.2539914898749,0.228715520436307,0.0168099078251216,KAF1749988.1,GCK72_016533,KAF1749988.1,remanei_genome_00000121,OZF88368.1,FL83_22545,OZF88368.1,latens_genome_00020043,remanei_genome_00000121_latens_genome_00020043,remanei_genome_00000121,latens_genome_00020043,remanei_genome_00000121_latens_genome_00020043,V,turquoise
KAF1749990.1,OZF88371.1,0.00189662835076669,0.15203653390263,0.0124748197165647,55.4364345026946,0.184730492733615,0.0102670020671772,KAF1749990.1,GCK72_016535,KAF1749990.1,remanei_genome_00000122,OZF88371.1,FL83_22542,OZF88371.1,latens_genome_00020041,remanei_genome_00000122_latens_genome_00020041,remanei_genome_00000122,latens_genome_00020041,remanei_genome_00000122_latens_genome_00020041,V,black
KAF1749992.1,OZF82134.1,0.00218519247960061,0.0445742795684428,0.049023618570106,33.3819439689081,0.206870128751793,0.0105631126774347,KAF1749992.1,GCK72_016537,KAF1749992.1,remanei_genome_00000126,OZF82134.1,FL83_23891,OZF82134.1,latens_genome_00020039,remanei_genome_00000126_latens_genome_00020039,remanei_genome_00000126,latens_genome_00020039,remanei_genome_00000126_latens_genome_00020039,V,turquoise
KAF1749994.1,OZF82133.1,0.0252762571281943,0.211005962852951,0.119789302569659,52.7622967951223,0.259414331474223,0.0974358547754556,KAF1749994.1,GCK72_016539,KAF1749994.1,remanei_genome_00000127,OZF82133.1,FL83_23890,OZF82133.1,latens_genome_00020038,remanei_genome_00000127_latens_genome_00020038,remanei_genome_00000127,latens_genome_00020038,remanei_genome_00000127_latens_genome_00020038,V,turquoise
KAF1749996.1,OZG13646.1,0.0219458322682986,0.163950990446412,0.133856051790499,54.5896944378231,0.201620766464211,0.108847082833574,KAF1749996.1,GCK72_016541,KAF1749996.1,remanei_genome_00000128,OZG13646.1,FL83_12157,OZG13646.1,latens_genome_00020036,remanei_genome_00000128_latens_genome_00020036,remanei_genome_00000128,latens_genome_00020036,remanei_genome_00000128_latens_genome_00020036,V,green
KAF1749997.1,OZG13649.1,0.247656773731904,0.705921027308603,0.350827874721512,46.8092873477603,0.78931189876673,0.313762878931457,KAF1749997.1,GCK72_016542,KAF1749997.1,remanei_genome_00000129,OZG13649.1,FL83_12158,OZG13649.1,latens_genome_00020035,remanei_genome_00000129_latens_genome_00020035,remanei_genome_00000129,latens_genome_00020035,remanei_genome_00000129_latens_genome_00020035,V,yellow
KAF1750001.1,OZG13569.1,0.0384173347309831,0.399397771359798,0.0961881549819035,50.3456038346367,0.462007691161786,0.0831530198866973,KAF1750001.1,GCK72_016546,KAF1750001.1,remanei_genome_00000132,OZG13569.1,FL83_12160,OZG13569.1,latens_genome_00020031,remanei_genome_00000132_latens_genome_00020031,remanei_genome_00000132,latens_genome_00020031,remanei_genome_00000132_latens_genome_00020031,V,blue
KAF1750002.1,OZG13570.1,0.00505378859334159,0.156935126050108,0.0322030428785456,46.8820481218793,0.239898423184771,0.0210663685331901,KAF1750002.1,GCK72_016547,KAF1750002.1,remanei_genome_00000133,OZG13570.1,FL83_12161,OZG13570.1,latens_genome_00020030,remanei_genome_00000133_latens_genome_00020030,remanei_genome_00000133,latens_genome_00020030,remanei_genome_00000133_latens_genome_00020030,V,blue
KAF1750003.1,OZG13567.1,0.0141507394436617,0.223886103295225,0.0632050816704865,55.2944430010157,0.257414466666337,0.0549725880869159,KAF1750003.1,GCK72_016548,KAF1750003.1,remanei_genome_00000134,OZG13567.1,FL83_12162,OZG13567.1,latens_genome_00020029,remanei_genome_00000134_latens_genome_00020029,remanei_genome_00000134,latens_genome_00020029,remanei_genome_00000134_latens_genome_00020029,V,blue
KAF1750004.1,OZG13568.1,0.00000000013694536153799,0.0141602479987476,0.00000000967111321426727,39.4706402436395,0.140676238845415,0.000000000973478980259596,KAF1750004.1,GCK72_016549,KAF1750004.1,remanei_genome_00000135,OZG13568.1,FL83_12163,OZG13568.1,latens_genome_00020028,remanei_genome_00000135_latens_genome_00020028,remanei_genome_00000135,latens_genome_00020028,remanei_genome_00000135_latens_genome_00020028,V,blue
KAF1750005.1,OZG13573.1,0.0189310138353862,0.098166915916716,0.192845152143184,48.3208754139945,0.172675030798902,0.10963376550622,KAF1750005.1,GCK72_016550,KAF1750005.1,remanei_genome_00000136,OZG13573.1,FL83_12164,OZG13573.1,latens_genome_00020027,remanei_genome_00000136_latens_genome_00020027,remanei_genome_00000136,latens_genome_00020027,remanei_genome_00000136_latens_genome_00020027,V,red
KAF1750006.1,OZG13574.1,0.0261542433038579,0.235092012920084,0.111251092621121,56.2481144382965,0.2630161833103,0.0994396731588253,KAF1750006.1,GCK72_016551,KAF1750006.1,remanei_genome_00000137,OZG13574.1,FL83_12165,OZG13574.1,latens_genome_00020026,remanei_genome_00000137_latens_genome_00020026,remanei_genome_00000137,latens_genome_00020026,remanei_genome_00000137_latens_genome_00020026,V,yellow
KAF1750007.1,OZG13571.1,0.00812524669122427,0.243372253874138,0.0333860847400719,55.425009116639,0.276133353300756,0.029425082461424,KAF1750007.1,GCK72_016552,KAF1750007.1,remanei_genome_00000138,OZG13571.1,FL83_12166,OZG13571.1,latens_genome_00020025,remanei_genome_00000138_latens_genome_00020025,remanei_genome_00000138,latens_genome_00020025,remanei_genome_00000138_latens_genome_00020025,V,brown
KAF1750010.1,OZG13566.1,0.0167265642201501,0.227211536280115,0.0736167031568722,52.6974546524101,0.276000945862506,0.0606032858615009,KAF1750010.1,GCK72_016555,KAF1750010.1,remanei_genome_00000140,OZG13566.1,FL83_12169,OZG13566.1,latens_genome_00020022,remanei_genome_00000140_latens_genome_00020022,remanei_genome_00000140,latens_genome_00020022,remanei_genome_00000140_latens_genome_00020022,V,brown
KAF1750013.1,OZG13614.1,0.0107984618511123,0.203751654840252,0.0529981553257992,41.667895454303,0.317355607276768,0.0340263779921017,KAF1750013.1,GCK72_016558,KAF1750013.1,remanei_genome_00000143,OZG13614.1,FL83_12172,OZG13614.1,latens_genome_00020019,remanei_genome_00000143_latens_genome_00020019,remanei_genome_00000143,latens_genome_00020019,remanei_genome_00000143_latens_genome_00020019,V,blue
KAF1750014.1,OZG13613.1,0.000000000134345578867496,0.043652579442593,0.00000000307760917185141,40.421603653752,0.164580290867539,0.00000000081629202475783,KAF1750014.1,GCK72_016559,KAF1750014.1,remanei_genome_00000144,OZG13613.1,FL83_12173,OZG13613.1,latens_genome_00020018,remanei_genome_00000144_latens_genome_00020018,remanei_genome_00000144,latens_genome_00020018,remanei_genome_00000144_latens_genome_00020018,V,blue
KAF1750015.1,OZG13616.1,0.0250036636681895,0.172580850088045,0.144880869780358,43.0429006659796,0.278104666898456,0.0899073861184755,KAF1750015.1,GCK72_016560,KAF1750015.1,remanei_genome_00000145,OZG13616.1,FL83_12174,OZG13616.1,latens_genome_00020017,remanei_genome_00000145_latens_genome_00020017,remanei_genome_00000145,latens_genome_00020017,remanei_genome_00000145_latens_genome_00020017,V,brown
KAF1750016.1,OZG13615.1,0.0124455040783468,0.201715090209864,0.0616984285379865,55.945243404828,0.231419064055996,0.053779078785555,KAF1750016.1,GCK72_016561,KAF1750016.1,remanei_genome_00000146,OZG13615.1,FL83_12175,OZG13615.1,latens_genome_00020016,remanei_genome_00000146_latens_genome_00020016,remanei_genome_00000146,latens_genome_00020016,remanei_genome_00000146_latens_genome_00020016,V,blue
KAF1750018.1,OZF89410.1,0.000000000131031759009574,0.147507075611139,0.000000000888308296172873,54.7681084445554,0.184128412423216,0.000000000711632481294629,KAF1750018.1,GCK72_016563,KAF1750018.1,remanei_genome_00000147,OZF89410.1,FL83_22192,OZF89410.1,latens_genome_00020056,remanei_genome_00000147_latens_genome_00020056,remanei_genome_00000147,latens_genome_00020056,remanei_genome_00000147_latens_genome_00020056,V,blue
KAF1750019.1,OZF89411.1,0.000000000130308698919735,0.286255394954711,0.000000000455218316288332,61,0.286255394954711,0.000000000455218316288332,KAF1750019.1,GCK72_016564,KAF1750019.1,remanei_genome_00000148,OZF89411.1,FL83_22193,OZF89411.1,latens_genome_00020055,remanei_genome_00000148_latens_genome_00020055,remanei_genome_00000148,latens_genome_00020055,remanei_genome_00000148_latens_genome_00020055,V,yellow
KAF1750020.1,OZF89412.1,0.0116235324556537,0.224196663386551,0.0518452517538712,54.0374217718827,0.265111836589389,0.0438438834161014,KAF1750020.1,GCK72_016565,KAF1750020.1,remanei_genome_00000149,OZF89412.1,FL83_22194,OZF89412.1,latens_genome_00020054,remanei_genome_00000149_latens_genome_00020054,remanei_genome_00000149,latens_genome_00020054,remanei_genome_00000149_latens_genome_00020054,V,black
KAF1750022.1,OZF89414.1,0.00354195736497011,0.126846089849865,0.027923268026333,56.1156294352448,0.155548800411415,0.0227707147570531,KAF1750022.1,GCK72_016567,KAF1750022.1,remanei_genome_00000150,OZF89414.1,FL83_22196,OZF89414.1,latens_genome_00020052,remanei_genome_00000150_latens_genome_00020052,remanei_genome_00000150,latens_genome_00020052,remanei_genome_00000150_latens_genome_00020052,V,brown
KAF1750024.1,OZF89416.1,0.038616905334924,0.159782351534069,0.241684422366823,61,0.159782351534069,0.241684422366822,KAF1750024.1,GCK72_016569,KAF1750024.1,remanei_genome_00000151,OZF89416.1,FL83_22198,OZF89416.1,latens_genome_00020050,remanei_genome_00000151_latens_genome_00020050,remanei_genome_00000151,latens_genome_00020050,remanei_genome_00000151_latens_genome_00020050,V,green
KAF1750028.1,OZF89404.1,0.00498426511850826,0.212973673895436,0.0234031982795929,52.5789831478853,0.262459274165877,0.0189906229617863,KAF1750028.1,GCK72_016573,KAF1750028.1,remanei_genome_00000154,OZF89404.1,FL83_22200,OZF89404.1,latens_genome_00020048,remanei_genome_00000154_latens_genome_00020048,remanei_genome_00000154,latens_genome_00020048,remanei_genome_00000154_latens_genome_00020048,V,yellow
KAF1750029.1,OZF89406.1,0.185579648852813,1.10798790663909,0.167492485920483,43.3760545100584,1.211553964874,0.153174892933567,KAF1750029.1,GCK72_016574,KAF1750029.1,remanei_genome_00000155,OZF89406.1,FL83_22202,OZF89406.1,latens_genome_00020046,remanei_genome_00000155_latens_genome_00020046,remanei_genome_00000155,latens_genome_00020046,remanei_genome_00000155_latens_genome_00020046,V,blue
KAF1750030.1,OZF89407.1,0.0335299590148429,0.333717457854178,0.100474093355626,58.5381346196158,0.348184462050083,0.0962994121490118,KAF1750030.1,GCK72_016575,KAF1750030.1,remanei_genome_00000156,OZF89407.1,FL83_22203,OZF89407.1,latens_genome_00020045,remanei_genome_00000156_latens_genome_00020045,remanei_genome_00000156,latens_genome_00020045,remanei_genome_00000156_latens_genome_00020045,V,greenyellow
KAF1750031.1,OZF89403.1,0.010518227651949,0.299650498564013,0.0351016524329328,55.064974470373,0.334527319987334,0.0314420587602449,KAF1750031.1,GCK72_016576,KAF1750031.1,remanei_genome_00000157,OZF89403.1,FL83_22204,OZF89403.1,latens_genome_00020044,remanei_genome_00000157_latens_genome_00020044,remanei_genome_00000157,latens_genome_00020044,remanei_genome_00000157_latens_genome_00020044,V,brown
KAF1750039.1,OZF85968.1,0.0042230002853122,0.132423617976284,0.0318900838826839,47.2068615781875,0.21347816832376,0.0197818836393032,KAF1750039.1,GCK72_016584,KAF1750039.1,remanei_genome_00000162,OZF85968.1,FL83_23252,OZF85968.1,latens_genome_00020062,remanei_genome_00000162_latens_genome_00020062,remanei_genome_00000162,latens_genome_00020062,remanei_genome_00000162_latens_genome_00020062,V,yellow
KAF1750042.1,OZF85966.1,0.000000000134399107389795,0.0905311922049292,0.00000000148456133313218,48.9007439582274,0.161631744379043,0.000000000831514303741073,KAF1750042.1,GCK72_016587,KAF1750042.1,remanei_genome_00000165,OZF85966.1,FL83_23249,OZF85966.1,latens_genome_00020065,remanei_genome_00000165_latens_genome_00020065,remanei_genome_00000165,latens_genome_00020065,remanei_genome_00000165_latens_genome_00020065,V,blue
KAF1750070.1,OZF96646.1,0.00503585968981732,0.156678158835462,0.032141427543234,57.0541212108289,0.179865878787299,0.0279978599819507,KAF1750070.1,GCK72_016616,KAF1750070.1,remanei_genome_00000177,OZF96646.1,FL83_19992,OZF96646.1,latens_genome_00020079,remanei_genome_00000177_latens_genome_00020079,remanei_genome_00000177,latens_genome_00020079,remanei_genome_00000177_latens_genome_00020079,V,blue
KAF1750079.1,OZF96663.1,0.010932998539657,0.187517545238446,0.0583038697832497,47.3419886460847,0.267778029479048,0.0408285868744599,KAF1750079.1,GCK72_016625,KAF1750079.1,remanei_genome_00000183,OZF96663.1,FL83_19982,OZF96663.1,latens_genome_00020085,remanei_genome_00000183_latens_genome_00020085,remanei_genome_00000183,latens_genome_00020085,remanei_genome_00000183_latens_genome_00020085,V,turquoise
KAF1750080.1,OZF96660.1,0.00882582801770239,0.185997112724973,0.0474514248549266,53.2117716057109,0.23176416959031,0.0380810719504392,KAF1750080.1,GCK72_016626,KAF1750080.1,remanei_genome_00000184,OZF96660.1,FL83_19981,OZF96660.1,latens_genome_00020086,remanei_genome_00000184_latens_genome_00020086,remanei_genome_00000184,latens_genome_00020086,remanei_genome_00000184_latens_genome_00020086,V,turquoise
KAF1750083.1,OZF96650.1,0.0030881956321018,0.23131383453745,0.0133506741534814,50.6956905037313,0.291866491033703,0.0105808502413701,KAF1750083.1,GCK72_016629,KAF1750083.1,remanei_genome_00000185,OZF96650.1,FL83_19979,OZF96650.1,latens_genome_00020087,remanei_genome_00000185_latens_genome_00020087,remanei_genome_00000185,latens_genome_00020087,remanei_genome_00000185_latens_genome_00020087,V,turquoise
KAF1750084.1,OZF96664.1,0.00222797274937027,0.033502358716183,0.0665019668688006,41.637663540579,0.147283967179783,0.0151270555243171,KAF1750084.1,GCK72_016630,KAF1750084.1,remanei_genome_00000187,OZF96664.1,FL83_19978,OZF96664.1,latens_genome_00020088,remanei_genome_00000187_latens_genome_00020088,remanei_genome_00000187,latens_genome_00020088,remanei_genome_00000187_latens_genome_00020088,V,magenta
KAF1750085.1,OZF96651.1,0.00300537367315418,0.082442300929208,0.0364542672788191,61,0.082442300929208,0.036454267278819,KAF1750085.1,GCK72_016631,KAF1750085.1,remanei_genome_00000188,OZF96651.1,FL83_19977,OZF96651.1,latens_genome_00020089,remanei_genome_00000188_latens_genome_00020089,remanei_genome_00000188,latens_genome_00020089,remanei_genome_00000188_latens_genome_00020089,V,turquoise
